"id","domain","jobTitle","level","source","jobDescription","mustSkills","plusSkills","scenes"
"JD-055","智能系统","智能系统物联网解决方案工程师","初级","招聘平台A","面向企业数字化场景承担智能系统物联网解决方案工程师职责，重点围绕物联网解决方案架构推进。主要职责包括：围绕MQTT、边缘网关、时序数据库开展能力建设与落地；参与需求澄清与技术方案评审，配合完成版本迭代与联调发布；关注稳定性并持续改进。我们希望候选人具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务、熟悉MQTT、边缘网关、时序数据库；加分项：Docker、Git 与监控告警。","MQTT|边缘网关|时序数据库","Docker|Git|监控告警","企业数字化"
"JD-056","物联网","物联网机器学习工程师","中级","招聘平台B","本团队专注智能制造场景的物联网机器学习工程师方向，你将加入物联场景机器学习应用项目组，负责RAG、向量数据库 及 LLM应用开发相关能力的研发与交付，联动产品与测试共同推进端云协同建设，持续保障运行效率。希望你能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力，掌握RAG、向量数据库 及 LLM应用开发；具备Docker、Git 与监控告警经验者优先。","RAG|向量数据库|LLM应用开发","Docker|Git|监控告警","智能制造"
"JD-057","人工智能","人工智能数据治理工程师","高级","行业白皮书","在人工智能与智慧城市融合演进的大背景下，人工智能数据治理工程师岗位的重要性持续凸显。本岗位围绕TensorFlow、Kubeflow 以及 MLOps构建模型工程能力，推动AI 数据治理与工程化相关技术在业务中的标准化与规模化应用，支撑人工智能长期演进。我们期待候选人具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员、掌握TensorFlow、Kubeflow 以及 MLOps。","TensorFlow|Kubeflow|MLOps","Docker|Git|监控告警","智慧城市"
"JD-058","大数据","大数据边缘计算工程师","初级","招聘平台A","负责企业数字化场景下的大数据边缘计算工程师工作，方向聚焦边缘数据链路与实时分析。工作围绕Flink CDC、ClickHouse、数据质量的工程化落地展开：承担需求分析、方案设计与开发联调，保障版本稳定发布，并持续打磨交付质量。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，对Flink CDC、ClickHouse、数据质量有实际使用经验。加分项：Docker、Git 与监控告警。","Flink CDC|ClickHouse|数据质量","Docker|Git|监控告警","企业数字化"
"JD-059","智能系统","智能系统智能制造工程师","中级","招聘平台B","加入智能制造方向的智能系统智能制造工程师岗位，你将参与智能推理与制造数字化项目，承担C++、CUDA、TensorRT 及 推理优化相关模块的设计与实现，跨团队协作推进多系统协同落地，对性能目标负责。期望你能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力、熟悉C++、CUDA、TensorRT 及 推理优化；有Docker、Git 与监控告警相关经验者优先考虑。","C++|CUDA|TensorRT|推理优化","Docker|Git|监控告警","智能制造"
"JD-060","物联网","物联网知识图谱工程师","高级","行业白皮书","伴随物联网在智慧城市的快速发展，物联网知识图谱工程师正成为物联场景的关键角色。岗位重点推进Java、Neo4j 以及 图谱构建的体系化建设，助力物联场景在业务中的标准化应用与物联网长期发展。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，对Java、Neo4j 以及 图谱构建有深入理解。","Java|Neo4j|图谱构建","Docker|Git|监控告警","智慧城市"
"JD-061","人工智能","人工智能算法工程师","初级","招聘平台A","作为人工智能算法工程师，你将在资深同事指导下参与数据驱动相关工作，基于Python、PyTorch 与 模型训练与评测推进开发与验证工作，协同完成测试上线，及时记录与沉淀问题。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，对Python、PyTorch 与 模型训练与评测有一定了解。","Python|PyTorch|模型训练与评测","Docker|Git|监控告警","企业数字化"
"JD-062","大数据","大数据数据工程师","中级","招聘平台B","本岗位负责数据平台方向的大数据数据工程师工作，重点聚焦Java，Spring Boot，Kafka，微服务：负责数据平台能力建设与日常交付，保障性能，配合团队完成项目目标。要求能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力，掌握Java，Spring Boot，Kafka，微服务；有Docker 容器化、Git 版本管理与监控告警相关经验者优先考虑。","Java|Spring Boot|Kafka|微服务","Docker|Git|监控告警","智能制造"
"JD-063","智能系统","智能系统平台开发工程师","高级","行业白皮书","在智能系统与智慧城市加速融合的背景下，智能系统平台开发工程师需要构建Spark、Flink、Hive、数据仓库等关键能力，从而满足系统平台对平台能力建设与系统开发的需要。岗位围绕Spark、Flink、Hive、数据仓库开展体系化建设，推动落地智慧城市场景并沉淀标准规范。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，具备Spark、Flink、Hive、数据仓库的工程经验。","Spark|Flink|Hive|数据仓库","Docker|Git|监控告警","智慧城市"
"JD-064","物联网","物联网智能系统工程师","初级","招聘平台A","作为物联网智能系统工程师，你将在资深同事指导下参与边缘侧计算相关工作，基于C++、ROS2、Linux 与 实时控制推进开发与验证工作，协同完成测试上线，及时记录与沉淀问题。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，对C++、ROS2、Linux 与 实时控制有一定了解。","C++|ROS2|Linux|实时控制","Docker|Git|监控告警","企业数字化"
"JD-065","人工智能","人工智能物联网解决方案工程师","中级","招聘平台B","负责AI 工程化领域人工智能物联网解决方案工程师相关工作，以MQTT，边缘网关，时序数据库为核心：推进AI 工程化能力建设与常规交付，确保可维护性，协助团队达成业务目标。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力，熟悉MQTT，边缘网关，时序数据库；有Docker 容器化、Git 版本管理与监控告警经验者加分。","MQTT|边缘网关|时序数据库","Docker|Git|监控告警","智能制造"
"JD-066","大数据","大数据机器学习工程师","高级","行业白皮书","在大数据与智慧城市加速融合的背景下，大数据机器学习工程师需要构建RAG、向量数据库、LLM应用开发等关键能力，从而满足数据驱动决策对机器学习应用与工程化的需要。岗位围绕RAG、向量数据库、LLM应用开发开展体系化建设，推动落地智慧城市场景并沉淀标准规范。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，具备RAG、向量数据库、LLM应用开发的工程经验。","RAG|向量数据库|LLM应用开发","Docker|Git|监控告警","智慧城市"
"JD-067","智能系统","智能系统数据治理工程师","初级","招聘平台A","作为智能系统数据治理工程师，你将跟随团队经验丰富的同事学习并参与智慧化场景相关任务，围绕TensorFlow、Kubeflow 与 MLOps开展开发与验证，配合完成联调、测试与上线，及时沉淀技术文档。期望具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，初步掌握TensorFlow、Kubeflow 与 MLOps。","TensorFlow|Kubeflow|MLOps","Docker|Git|监控告警","企业数字化"
"JD-068","物联网","物联网边缘计算工程师","中级","招聘平台B","从事连接与数据方向的物联网边缘计算工程师工作，核心围绕Flink CDC，ClickHouse，数据质量展开：承担连接与数据能力的建设与交付工作，维护可观测性，配合团队推进项目落地。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力、熟练Flink CDC，ClickHouse，数据质量；有Docker 容器化、Git 版本管理与监控告警经验者优先。","Flink CDC|ClickHouse|数据质量","Docker|Git|监控告警","智能制造"
"JD-069","人工智能","人工智能智能制造工程师","高级","行业白皮书","随着人工智能与智慧城市的持续融合，人工智能智能制造工程师愈发需要人工智能相关的C++、CUDA、TensorRT、推理优化能力，以满足智能化应用对智能推理与制造场景落地的需求。本岗位聚焦C++、CUDA、TensorRT、推理优化的体系化建设，推动技术方案在智慧城市场景落地，并沉淀可复用的工程规范。期望具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，对C++、CUDA、TensorRT、推理优化有体系化认知。","C++|CUDA|TensorRT|推理优化","Docker|Git|监控告警","智慧城市"
"JD-070","大数据","大数据知识图谱工程师","初级","招聘平台A","作为大数据知识图谱工程师，你将跟随团队经验丰富的同事学习并参与规模化数据相关任务，围绕Java、Neo4j 与 图谱构建开展开发与验证，配合完成联调、测试与上线，及时沉淀技术文档。期望具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，初步掌握Java、Neo4j 与 图谱构建。","Java|Neo4j|图谱构建","Docker|Git|监控告警","企业数字化"
"JD-071","智能系统","智能系统算法工程师","中级","招聘平台B","本岗位负责平台化能力方向的智能系统算法工程师工作，重点聚焦Python，PyTorch，模型训练与评测：负责平台化能力能力建设与日常交付，保障交付质量，配合团队完成项目目标。要求能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力，掌握Python，PyTorch，模型训练与评测；有Docker 容器化、Git 版本管理与监控告警相关经验者优先考虑。","Python|PyTorch|模型训练与评测","Docker|Git|监控告警","智能制造"
"JD-072","物联网","物联网数据工程师","高级","行业白皮书","面向物联网与智慧城市深度融合的趋势，物联网数据工程师对Java、Spring Boot、Kafka、微服务能力的需求显著增强，以支撑设备接入在物联网数据链路开发方向的持续发展。岗位重点推进Java、Spring Boot、Kafka、微服务的体系建设，促进方案在智慧城市场景应用并形成工程规范。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，掌握Java、Spring Boot、Kafka、微服务。","Java|Spring Boot|Kafka|微服务","Docker|Git|监控告警","智慧城市"
"JD-073","人工智能","人工智能平台开发工程师","初级","招聘平台A","作为人工智能平台开发工程师，你将在团队指导下投入算法工程相关工作，围绕Spark、Flink、Hive 与 数据仓库完成开发与自测，配合团队进行联调、测试与发布，并整理技术文档。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，了解Spark、Flink、Hive 与 数据仓库。","Spark|Flink|Hive|数据仓库","Docker|Git|监控告警","企业数字化"
"JD-074","大数据","大数据智能系统工程师","中级","招聘平台B","负责数据处理链路领域大数据智能系统工程师相关工作，以C++，ROS2，Linux，实时控制为核心：推进数据处理链路能力建设与常规交付，确保稳定性，协助团队达成业务目标。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力，熟悉C++，ROS2，Linux，实时控制；有Docker 容器化、Git 版本管理与监控告警经验者加分。","C++|ROS2|Linux|实时控制","Docker|Git|监控告警","智能制造"
"JD-075","智能系统","智能系统物联网解决方案工程师","高级","行业白皮书","在智能系统与智慧城市加速融合的背景下，智能系统物联网解决方案工程师需要构建MQTT、边缘网关、时序数据库等关键能力，从而满足数字化底座对物联网解决方案架构的需要。岗位围绕MQTT、边缘网关、时序数据库开展体系化建设，推动落地智慧城市场景并沉淀标准规范。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，具备MQTT、边缘网关、时序数据库的工程经验。","MQTT|边缘网关|时序数据库","Docker|Git|监控告警","智慧城市"
"JD-076","物联网","物联网机器学习工程师","初级","招聘平台A","作为物联网机器学习工程师，你将跟随团队经验丰富的同事学习并参与端云协同相关任务，围绕RAG、向量数据库 与 LLM应用开发开展开发与验证，配合完成联调、测试与上线，及时沉淀技术文档。期望具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，初步掌握RAG、向量数据库 与 LLM应用开发。","RAG|向量数据库|LLM应用开发","Docker|Git|监控告警","企业数字化"
"JD-077","人工智能","人工智能数据治理工程师","中级","招聘平台B","从事模型工程方向的人工智能数据治理工程师工作，核心围绕TensorFlow，Kubeflow，MLOps展开：承担模型工程能力的建设与交付工作，维护可观测性，配合团队推进项目落地。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力、熟练TensorFlow，Kubeflow，MLOps；有Docker 容器化、Git 版本管理与监控告警经验者优先。","TensorFlow|Kubeflow|MLOps","Docker|Git|监控告警","智能制造"
"JD-078","大数据","大数据边缘计算工程师","高级","行业白皮书","面向大数据与智慧城市深度融合的趋势，大数据边缘计算工程师对Flink CDC、ClickHouse、数据质量能力的需求显著增强，以支撑实时离线一体化在边缘数据链路与实时分析方向的持续发展。岗位重点推进Flink CDC、ClickHouse、数据质量的体系建设，促进方案在智慧城市场景应用并形成工程规范。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，掌握Flink CDC、ClickHouse、数据质量。","Flink CDC|ClickHouse|数据质量","Docker|Git|监控告警","智慧城市"
"JD-079","智能系统","智能系统智能制造工程师","初级","招聘平台A","作为智能系统智能制造工程师，你将在团队指导下投入多系统协同相关工作，围绕C++、CUDA、TensorRT 与 推理优化完成开发与自测，配合团队进行联调、测试与发布，并整理技术文档。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，了解C++、CUDA、TensorRT 与 推理优化。","C++|CUDA|TensorRT|推理优化","Docker|Git|监控告警","企业数字化"
"JD-080","物联网","物联网知识图谱工程师","中级","招聘平台B","负责物联场景领域物联网知识图谱工程师相关工作，以Java，Neo4j，图谱构建为核心：推进物联场景能力建设与常规交付，确保稳定性，协助团队达成业务目标。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力，熟悉Java，Neo4j，图谱构建；有Docker 容器化、Git 版本管理与监控告警经验者加分。","Java|Neo4j|图谱构建","Docker|Git|监控告警","智能制造"
"JD-081","人工智能","人工智能算法工程师","高级","行业白皮书","在人工智能与智慧城市加速融合的背景下，人工智能算法工程师需要构建Python、PyTorch、模型训练与评测等关键能力，从而满足数据驱动对算法研发与模型落地的需要。岗位围绕Python、PyTorch、模型训练与评测开展体系化建设，推动落地智慧城市场景并沉淀标准规范。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，具备Python、PyTorch、模型训练与评测的工程经验。","Python|PyTorch|模型训练与评测","Docker|Git|监控告警","智慧城市"
"JD-082","大数据","大数据数据工程师","初级","招聘平台A","作为大数据数据工程师，你将跟随团队经验丰富的同事学习并参与数据平台相关任务，围绕Java、Spring Boot、Kafka 与 微服务开展开发与验证，配合完成联调、测试与上线，及时沉淀技术文档。期望具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，初步掌握Java、Spring Boot、Kafka 与 微服务。","Java|Spring Boot|Kafka|微服务","Docker|Git|监控告警","企业数字化"
"JD-083","智能系统","智能系统平台开发工程师","中级","招聘平台B","从事系统平台方向的智能系统平台开发工程师工作，核心围绕Spark，Flink，Hive，数据仓库展开：承担系统平台能力的建设与交付工作，维护运行效率，配合团队推进项目落地。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力、熟练Spark，Flink，Hive，数据仓库；有Docker 容器化、Git 版本管理与监控告警经验者优先。","Spark|Flink|Hive|数据仓库","Docker|Git|监控告警","智能制造"
"JD-084","物联网","物联网智能系统工程师","高级","行业白皮书","在物联网与智慧城市加速融合的背景下，物联网智能系统工程师需要构建C++、ROS2、Linux、实时控制等关键能力，从而满足边缘侧计算对智能系统开发与设备协同的需要。岗位围绕C++、ROS2、Linux、实时控制开展体系化建设，推动落地智慧城市场景并沉淀标准规范。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，具备C++、ROS2、Linux、实时控制的工程经验。","C++|ROS2|Linux|实时控制","Docker|Git|监控告警","智慧城市"
"JD-085","人工智能","人工智能物联网解决方案工程师","初级","招聘平台A","作为人工智能物联网解决方案工程师，你将在团队指导下投入AI 工程化相关工作，围绕MQTT、边缘网关 与 时序数据库完成开发与自测，配合团队进行联调、测试与发布，并整理技术文档。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，了解MQTT、边缘网关 与 时序数据库。","MQTT|边缘网关|时序数据库","Docker|Git|监控告警","企业数字化"
"JD-086","大数据","大数据机器学习工程师","中级","招聘平台B","从事数据驱动决策方向的大数据机器学习工程师工作，核心围绕RAG，向量数据库，LLM应用开发展开：承担数据驱动决策能力的建设与交付工作，维护可观测性，配合团队推进项目落地。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力、熟练RAG，向量数据库，LLM应用开发；有Docker 容器化、Git 版本管理与监控告警经验者优先。","RAG|向量数据库|LLM应用开发","Docker|Git|监控告警","智能制造"
"JD-087","智能系统","智能系统数据治理工程师","高级","行业白皮书","随着智能系统与智慧城市的持续融合，智能系统数据治理工程师愈发需要智能系统相关的TensorFlow、Kubeflow、MLOps能力，以满足智慧化场景对数据治理体系建设的需求。本岗位聚焦TensorFlow、Kubeflow、MLOps的体系化建设，推动技术方案在智慧城市场景落地，并沉淀可复用的工程规范。期望具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，对TensorFlow、Kubeflow、MLOps有体系化认知。","TensorFlow|Kubeflow|MLOps","Docker|Git|监控告警","智慧城市"
"JD-088","物联网","物联网边缘计算工程师","初级","招聘平台A","作为物联网边缘计算工程师，你将在资深同事指导下参与连接与数据相关工作，基于Flink CDC、ClickHouse 与 数据质量推进开发与验证工作，协同完成测试上线，及时记录与沉淀问题。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，对Flink CDC、ClickHouse 与 数据质量有一定了解。","Flink CDC|ClickHouse|数据质量","Docker|Git|监控告警","企业数字化"
"JD-089","人工智能","人工智能智能制造工程师","中级","招聘平台B","本岗位负责智能化应用方向的人工智能智能制造工程师工作，重点聚焦C++，CUDA，TensorRT，推理优化：负责智能化应用能力建设与日常交付，保障交付质量，配合团队完成项目目标。要求能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力，掌握C++，CUDA，TensorRT，推理优化；有Docker 容器化、Git 版本管理与监控告警相关经验者优先考虑。","C++|CUDA|TensorRT|推理优化","Docker|Git|监控告警","智能制造"
"JD-090","大数据","大数据知识图谱工程师","高级","行业白皮书","随着大数据与智慧城市的持续融合，大数据知识图谱工程师愈发需要大数据相关的Java、Neo4j、图谱构建能力，以满足规模化数据对知识图谱构建与应用的需求。本岗位聚焦Java、Neo4j、图谱构建的体系化建设，推动技术方案在智慧城市场景落地，并沉淀可复用的工程规范。期望具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，对Java、Neo4j、图谱构建有体系化认知。","Java|Neo4j|图谱构建","Docker|Git|监控告警","智慧城市"
"JD-091","智能系统","智能系统算法工程师","初级","招聘平台A","作为智能系统算法工程师，你将跟随团队经验丰富的同事学习并参与平台化能力相关任务，围绕Python、PyTorch 与 模型训练与评测开展开发与验证，配合完成联调、测试与上线，及时沉淀技术文档。期望具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，初步掌握Python、PyTorch 与 模型训练与评测。","Python|PyTorch|模型训练与评测","Docker|Git|监控告警","企业数字化"
"JD-092","物联网","物联网数据工程师","中级","招聘平台B","负责设备接入领域物联网数据工程师相关工作，以Java，Spring Boot，Kafka，微服务为核心：推进设备接入能力建设与常规交付，确保可维护性，协助团队达成业务目标。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力，熟悉Java，Spring Boot，Kafka，微服务；有Docker 容器化、Git 版本管理与监控告警经验者加分。","Java|Spring Boot|Kafka|微服务","Docker|Git|监控告警","智能制造"
"JD-093","人工智能","人工智能平台开发工程师","高级","行业白皮书","面向人工智能与智慧城市深度融合的趋势，人工智能平台开发工程师对Spark、Flink、Hive、数据仓库能力的需求显著增强，以支撑算法工程在平台化能力与工程效能建设方向的持续发展。岗位重点推进Spark、Flink、Hive、数据仓库的体系建设，促进方案在智慧城市场景应用并形成工程规范。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，掌握Spark、Flink、Hive、数据仓库。","Spark|Flink|Hive|数据仓库","Docker|Git|监控告警","智慧城市"
"JD-094","大数据","大数据智能系统工程师","初级","招聘平台A","作为大数据智能系统工程师，你将在团队指导下投入数据处理链路相关工作，围绕C++、ROS2、Linux 与 实时控制完成开发与自测，配合团队进行联调、测试与发布，并整理技术文档。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，了解C++、ROS2、Linux 与 实时控制。","C++|ROS2|Linux|实时控制","Docker|Git|监控告警","企业数字化"
"JD-095","智能系统","智能系统物联网解决方案工程师","中级","招聘平台B","从事数字化底座方向的智能系统物联网解决方案工程师工作，核心围绕MQTT，边缘网关，时序数据库展开：承担数字化底座能力的建设与交付工作，维护可观测性，配合团队推进项目落地。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力、熟练MQTT，边缘网关，时序数据库；有Docker 容器化、Git 版本管理与监控告警经验者优先。","MQTT|边缘网关|时序数据库","Docker|Git|监控告警","智能制造"
"JD-096","物联网","物联网机器学习工程师","高级","行业白皮书","随着物联网与智慧城市的持续融合，物联网机器学习工程师愈发需要物联网相关的RAG、向量数据库、LLM应用开发能力，以满足端云协同对物联场景机器学习应用的需求。本岗位聚焦RAG、向量数据库、LLM应用开发的体系化建设，推动技术方案在智慧城市场景落地，并沉淀可复用的工程规范。期望具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，对RAG、向量数据库、LLM应用开发有体系化认知。","RAG|向量数据库|LLM应用开发","Docker|Git|监控告警","智慧城市"
"JD-097","人工智能","人工智能数据治理工程师","初级","招聘平台A","作为人工智能数据治理工程师，你将在资深同事指导下参与模型工程相关工作，基于TensorFlow、Kubeflow 与 MLOps推进开发与验证工作，协同完成测试上线，及时记录与沉淀问题。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，对TensorFlow、Kubeflow 与 MLOps有一定了解。","TensorFlow|Kubeflow|MLOps","Docker|Git|监控告警","企业数字化"
"JD-098","大数据","大数据边缘计算工程师","中级","招聘平台B","负责实时离线一体化领域大数据边缘计算工程师相关工作，以Flink CDC，ClickHouse，数据质量为核心：推进实时离线一体化能力建设与常规交付，确保可维护性，协助团队达成业务目标。任职要求：能独立负责模块设计、开发与联调，具备良好的工程实践与问题定位能力，熟悉Flink CDC，ClickHouse，数据质量；有Docker 容器化、Git 版本管理与监控告警经验者加分。","Flink CDC|ClickHouse|数据质量","Docker|Git|监控告警","智能制造"
"JD-099","智能系统","智能系统智能制造工程师","高级","行业白皮书","面向智能系统与智慧城市深度融合的趋势，智能系统智能制造工程师对C++、CUDA、TensorRT、推理优化能力的需求显著增强，以支撑多系统协同在智能推理与制造数字化方向的持续发展。岗位重点推进C++、CUDA、TensorRT、推理优化的体系建设，促进方案在智慧城市场景应用并形成工程规范。任职要求：具备架构设计与技术规划能力，可主导方向落地、评审技术方案并指导团队成员，掌握C++、CUDA、TensorRT、推理优化。","C++|CUDA|TensorRT|推理优化","Docker|Git|监控告警","智慧城市"
"JD-100","物联网","物联网知识图谱工程师","初级","招聘平台A","作为物联网知识图谱工程师，你将在团队指导下投入物联场景相关工作，围绕Java、Neo4j 与 图谱构建完成开发与自测，配合团队进行联调、测试与发布，并整理技术文档。任职要求：具备扎实的计算机基础与良好的学习能力，可在指导下独立完成开发与验证任务，了解Java、Neo4j 与 图谱构建。","Java|Neo4j|图谱构建","Docker|Git|监控告警","企业数字化"
